Felis catus	cat
misadvise	mì-chomhairlich
steady	mì-chorrach
uneven	mì-chòmhnard
reserved	mì-chompanta
sociable	companta
modest	mì-chùiseach
businesslike	cùiseach
shapely	cumachdail
shape	cumachd
disaffected	mì-chaidreach
affectionate	caidreach
attractive	càilear
nasty	mì-chàilear
abuse	mì-chàirich
unamiable	mì-cheanalta
defame	mì-chliùitich
defamation	mì-chliù
inconvenient	mì-choingheallach
dissimilar	mì-choslach
carelessness	mì-chruinnealas
economy	cruinnealas
tidy	cruinneil
fitness	fallaineachd
able-bodied	fallain
deputy	fo-cheannard
tributary	leas-abhainn
vest	fo-lèine
lieutenancy	fo-fhlaitheachd
secondary industry	fo-ghnìomhachas
semiconductor	fo-ghiùlanair
subunit	fo-phairt
drunk	fo-mhisgeach
tipsiness	fo-mhisg
subway	fo-shlighe
nursery school	fo-sgoil
subsoil	fo-ùir
fo rùn	fo rùn
confidentiality	fo-rùnachd
yellowish	fo-bhuidhe
pink	pinc
suburb	dlùth-bhaile
suburb	iomall-baile
suburb	frith-bhaile
suburb	oir-baile
nickname	leth-ainm
reddish	leth-ruadh
alley	frith-shràid
frith	frith-mhuir
budget	frith-bhuidsead
budget	buidsead
buidsead	buidsead-obrach
intimacy	dlùth-chairdeas
intimate	dlùth-chairdeil
subdivide	fo-roinn
bywalk	frith-cheum
brushwood	dlùth-bharrach
intimate	dlùth-chaidreach
by-election	frith-thaghadh
frith	frith-choille
by-election	fo-thaghadh
acceptability	freagarrachd
hypodermic	fo-chraicneach
frith	frith-iasg
continuity	dlùth-leanmhainneachd
meditation	dlùth-bheachd
stereotype	dlùth-chlòdh
solidarity	dlùth-chomann
phalanx	dlùth-fheachd
adherence	dlùth-leanailteachd
adherence	dlùth-leanachd
assiduity	dlùth-oidhirp
magnetism	dlùth-tharraingeachd
underlined	fo-stràcte
strike	stràc
grave accent	stràc mhall
acute accent	stràc bhrisg
acute accent	stràc gheur
brisk	brisg
energy	beathalachd
subscribe	fo-sgrìobh
appendix	fo-sgrìobhadh
undergraduate	fo-cheumnaiche
ainm sgrìobhte	ainm sgrìobhte
paradoxical	frith-bharaileach
postgraduate	for-cheumnaiche
warming pan	frith-aghann
poacher	frìth-ghadaiche
poacher	frìth-mhèirleach
hamlet	frith-bhailteach
thief	gadaiche
gadaiche	gadaiche-taighe
gadachd	gadachd-taighe
paradox	frith-bharail
nickname	frith-ainmich
undermaster	frith-mhaighstir
curate	frith-mhinistear
byroad	frith-rathadach
convalescence	frith-shlàinte
panic	frith-eagalach
replication	frith-fhilleadh
backstairs	frith-staidhir
palpitation	frith-bhualadh
complaining	frith-ghearanach
frith	frith-eagal
recantation	frith-channtaireachd
skipping	frith-leumnach
bogha	bogha-froise
palpitate	frith-bhuail
querulousness	frith-ghearan
curacy	frith-mhinistrealachd
skip	frith-leum
frith	frith-bhruidheann
frith	frith-chòmhradh
conversation	bruidheann
recanter	frith-channtair
barbed	frith-bhacach
buain	am fear nach dèan cur rè latha fuar, cha dèan e buain rè latha teth
tric	's tric a bhios cridhe gheal ann an seiche dhonn
abair diug	na h-abair diug a choidhche ris an eun gus an dig e ás an ugh
thig furtachd lath'-eigin	le sìor iarraidh thig furtachd latha eigin
barb	frith-bhac
affection	frith-sheirc
quaver	frith-phunc
frith	frith-ainbheach
debt	ainfhiach
frith	frith-thràigh
converse	frith-bheachd
factotum	frith-sheirbhiseach
servant	seirbhiseach
contradict	frith-bheart
antithesis	frith-choimeas
frith	frith-cheannaiche
disgrace	am fear a labhras olc mu a mhnaoi, tha e a' cur mì-chliù air fhèin
ubhal	bidh an t-ubhal as fheàrr air a' mheangan as àirde
duine	's àirde tuathanach air a chasan na duine-uasal air a ghlùinean
subcommittee	fo-chomataidh
committee	comataidh
subclause	fo-chumha
mairg	is sona gach cuid an comaidh; is mairg a chromadh 'na aonar
subcontractor	fo-chunnradair
cùnnradair neo-eisimealach	cùnnradair neo-eisimealach
contractor	cùnnradair
leanabh	an leanabh a dh'fhàgar dha fhèin, cuiridh e a mhàthair gu nàire
underpass	fo-rathad
anam	sluagh gun cànan, sluagh gun anam
subroutine	fo-shaothair
underground	fo-thalamh
underflow	fo-shruth
generosity	fiùghantachd
ample	fiùghantach
remunerative	fiùghanta
feamann	pàighidh am feamann am feurach
merit	fiùghantas
function	feumalachd
useful	feumail
necessitous	feumach
utilitarian	feumachail
thistle	feumalan
zoomorphic	ainmh-chruthach
zoological	ainmh-eòlach
nickname	far-ainm
whimbrel	far-ghuilbneach
zoologist	ainmh-eòlaiche
epidermis	far-chraiceann
lattice	far-uinneag
by-product	far-stuth
additional	far-
phoenix	ainneamhag
swallow	ainleag
ainleag	ainleag-dhubh
ainleag	ainleag-mhonaidh
persecute	ainlean
persecution	ainleanmhainn
angelica	aingealag
angelic	aingealach
ignition	àingleachadh
angelic	àingleach
angelic	ainglidheach
angelic	ainglidh
avaricious	aingheanach
avarice	ainghean
numbness	aingealachd
oppress	ainneartaich
griper	ainneartair
debauchee	ain-sriantach
ignorant	ainfhiosach
unlawfulness	ain-dligheachd
illegal	ain-dligheach
injustice	ain-dlighe
ignorance	ainfhios
ignorant	ainfhiosrach
witticism	eirmseachd
malapropism	ain-eirmseachd
bridled	srianta
unbridled	ain-srianta
inflammation	ain-teas
inflamed	ain-teth
surplus	ain-iomad
slander	ain-leas
pusillanimity	ain-mhisneachd
anarchy	ain-riaghailt
immoral	ainbheusach
danger	aincheist
misdeed	ainbheart
immorality	ainbheus
faigh do latha fhèin air	faigh do latha fhèin air
cho làn ri ugh	cho làn ri ugh
leugh eadar	leugh eadar na sreathan
black sheep	caora dhubh
an geall	an geall
as blind as a bat	cho dall ri dallaig
change your tune	atharraich do chainnt
rach a-mach air	rach a-mach air
bruich lus an-seo	bruich lus an-seo
thig	thig an donas ri iomradh
cluas	cluasan anns gach ceàrn
mòr	tha inntinnean móra a' co-smaoineachadh
birds of a feather flock together	an dubh-isean ag iarraidh an dubh-gheòidh
every cloud has a silver lining	tha a' ghrian air cùlaibh gach sgothan
ged	ged a bheirte a' bhó dhan doras mhór rachadh i fhéin dhan bhàthaich
ignorance	ainfhiosrachd
untrue	ain-fhìor
untruth	ain-fhìrinn
surplus	ain-iomadaidh
milk-white	bàn-gheal
ashen	bàn-ghlas
caterer	ban-solaraiche
forager	solaraiche
ban-dia coille	ban-dia coille
Fury	ban-ifrinneach
Fury	ban-diabhal
devil	diabhal
amazon	ban-laoch
abbess	ban-aba
actress	ban-actair
dowager	ban-dubhairiche
prophetess	ban-fhàidh
fisherwoman	ban-iasgair
empress	ban-iompaire
heiress	ban-oighre
benefactress	ban-oirchisiche
termagant	ban-sglàmhrainn
bondmaid	ban-tràill
atheist	ain-diadhach
atheism	ain-diadhachd
impious	ain-diadhaidh
ignorant	aineolach
ignorance	aineolas
actor	actair
unrest	ain-fhois
racism	ainchinealtas
racist	ainchinealtach
offspring	cineal
unfaithful	ain-dìleas
faithlessness	ain-dìlseachd
deformed	ainriochdail
disorder	ainstil
impertinence	ain-diùid
iniquitous	aincheart
awkward	aindeas
unprepared	aindeiseil
insignificant	ain-fhiùghach
destitute	ain-sheasgair
lust	ana-miann
tasteless	ana-blasta
huge	an-mhòr
prodigality	ana-caitheamh
disadvantage	ana-cothrom
antisocial	ana-chonaltrach
antisocial	ana-chuideachdail
antisocial	ana-chaidreamhach
silliness	sochar
tormenting	pianadh
continent	beusach
decency	beusachd
actual	riochdail
inelegant	neo-riochdail
at ease	seasgair
statue	buinne
image	ìomhaigh
imaginary	ìomhaigheach
imagery	ìomhaigheachd
hopelessness	eu-dòchasachd
hopefulness	dòchasachd
droch	droch-mhisneachd
droch	droch-mhisneachail
truime	truime-inntinn
cunning	carach
cunning	cuilbheartach
importunate	leamh
cunning	clìceach
antisocial	ana-chomannach
twist	cuir car ann an
manipulate	cuir tionndadh ann an
insanity	màinidh
fruit tree	meas-chraobh
craobh	craobh-mheas
evergreen	craobh shìor-ghorm
evergreen	sìor-ghorm
deciduous	seargach
photosynthesis	foto-cho-chur
chatty	cabanta
interfering	gobach
mealymouthed	beulach
ionnsaigh	ionnsaigheach
impulsive	spreigearra
hostile	nàimhdeil
mì-chòrdail	mì-chòrdail
droch	droch-bheusach
make sense	dèan tuigse
feasible	so-dhèanamh
tangible	so-bheantainn
expendable	so-chaitheamh
breakable	so-bhriseadh
digestible	so-chnàmh
credible	so-chreidsinn
probable	so-dhearbhaidh
defensible	so-dhìonta
empathy	co-fhaireachdainn
changeable	so-chaochlaideach
transparent	so-lèirsinneach
biodegradable	so-chnàmhach
portable	so-ghiùlan
unbearable	do-ghiùlan
printable	so-chlò-bhualaidh
unprintable	do-chlò-bhualaidh
Blair	Blair
iolair	iolair-bhàn
iolair	iolair-chladaich
iolair	iolair-bhreac
guard	freiceadan
single combat	cothrom na Fèinne
rèidio	rèidio-beò
sgudal rèidio-beò	sgudal rèidio-beò
ladle	ladar
neap tide	conntraigh
spring tide	reothart
potato masher	plocan buntàta
pestle	plocan
pot	prais
oven	àmhainn
cooker	stòbh
cooker	cucair
grill	grìos
strainer	sìoltachan
grill	grìosaich
grilling	grìosachadh
fry	praidhig
stew	stiubh
slice	slisnich
slice	sliseag
tinfoil	sgragall
recipe	reasabaidh
jug	siuga
spàin	spàin-fhiodha
spàin	spàin-bhùird
spàin	spàin-teatha
ounce	unnsa
can opener	fosglair chanastairean
opening	fosgladh
tin	canastair
microwave oven	àmhainn meanbh-thonnach
republicanism	poblachdas
republican	poblachdail
majesty	rìoghalachd
Harris	Hearach
password	facal-faire
spell	litrich
rename	ath-ainmich
quit	sguir de
stop	sguir
high street	sràid mhòr
headband	stìom
lift	lioft
cathadh	cathadh-mara
heater	teasadair
bog-myrtle	còinneach dhearg
mòinteach liath	mòinteach liath
bog-myrtle	rideag
mossy	còinneachail
evil eye	droch shùil
inneal	inneal-airgid
fickle	leam-leat
troublesome	draghail
South	tòn Shasainn
neach	neach-smàlaidh
fear	fear-smàlaidh
firewoman	bean-smàlaidh
general practice	raon-dèiligidh
Hebrew	Eabhrais
mullet	bradan-sligeach
crustaceous	sligeach
bradan	bradan-leathann
sandbank	oitir
sprat	garbhag
elephant	ailp
gladness	èibhinneachd
move	caraich
woe	an-aoibhneas
sadness	neo-aoibhneas
joy	ro-aoibhneas
joy	mór-aoibhneas
bigein Brìghde	bigein Brìghde
caibe	caibe-sgrath
caibe	caibe-làir
caibe	caibe-sìth
gladness	aoibhneas
bigein	bigein-baintighearna
spade	caibe
bigein	bigein-sneachda
black shore lark	bigein mór
rock pipit	bigein
whisky	snàthdag
stump	cipean
turbot	bacan cearr
sturgeon	bradan-cearr
pacach	pacach-cearr
dubhan	cearr-dubhan
dung beetle	ceàrd-dubhan
corner	ceàrnabhan
beetle	cearr-loman
button	cneap
buttonhole	cneap-tholl
mortal	bàsmhorach
clay	crè
crè	crè an fhùcadair
criadh	criadh an fhùcadair
fuller	fùcadair
potter	crè-chumadair
shaper	cumadair
potter	crèadhadair
lus	lus-crè
invitation	cuireadh
brightness	dearrsadh
shine	dearrs
watch	dearrsaich
diligence	dìcheall
long time	diù
fist	dòrnan
zealous	eudmhor
treasure	feudail
cluas	cluas-liath
breast	ugan
crann	crann-fèarna
hairy	fionntach
sapling	fiùran
openness	follais
henbane	gafann
flattery	gabhann
caoch	caoch nan cearc
henbane	deòthadh
polish	lainnir
whey	meòg
pea	peasair
choose	roghnaich
excellent	sàr
stroke	sràc
strife	strì
joined together	teannta
alder	feàrna
darling	mùrn
extent	feadh
air feadh	air feadh
pleasant	aoibhinn
mournful	an-aoibhinn
article	airteagal
mucus	ronn
pension	peinnsean
shilling	tasdan
pension	peineas
airgead	airgead-beatha
pensioner	saoraiseach
luchd	luchd-peinnsein
ball	cnèatag
pneumonia	greim
sufficiency	fòghnadh
liquidity	lionntachd
Icelandic	Tìlis
Icelander	Tìleach
go downhill	rach bhuaithe
entertainment	dibhearsan
fiddler	fìdhlear
fiddler crab	deiseag
close to	faisg air
close to	goirid do
near	faisg
stone	cas-chrom
madness	cearr'chiall
làmh	cearr-làmhach
obliquely riding	cearr-mharcach
crionag	crionag-bhuidhe
goldcrest	dreathan a' chinn bhuidhe
drying	dèabhadh
avocet	gob-cearr
scrounging	sgimilearachd
scrounger	sgimilear
meadow pipit	mioneun
pack	pacach
reabhag	reabhag-mhonaidh
linnet	reabhag
tàcharan	tàcharan-cuthaig
tàcharan	tàcharan-cubhaige
skin	sgrath
humming	mànran
melodious	mànranach
an latha roimhe	an latha roimhe
pet	peata
lack	dìth
accent	aicinn
pike	geadas
saga	sàga
that said	air dhomh sin a ràdh
that said	air dhuinn sin a ràdh
digression	taobh-cheum
snout	sòrn
Belgium	Beilg
cave	uaimh
lus	lus na h-oidhche
wolfsbane	fuath a' mhadaidh
lus	lus nam ban-sìth
hemlock	iteodha
fealladh	fealladh-bog
cluas	cluas-chaoin
daffodil	lus a' chrom-chinn
bedbug	bògas na h-oidhche
bug	bògas
reliance	earbsa
pain	cràdh
skylark	topag
stonemason	clachair
wish	togair
asal	asal-stiallach
plaintive	tiamhaidh
croft	cruit
chip	slis
mistletoe	uil-ìoc
remedy	ìoc
bold	ladarna
guide	fear-seòlaidh
guard	geàrd
storyteller	seanchaidh
envelope	cèis-litreach
marble	marbal
redo	ath-dhèan
undo	neo-dhèan
breacan	breacan-beithe
fortunate	fortanach
untidy	rù-rà
circumcision	timcheall-ghearradh
beside	ri taobh
behind	air cùl
opposite	fa chomhair
change	iomlaid
nice	laghach
i.e.	.i.
word for word	facal air an fhacal
ainm	ainm-sgrìobhte
ainmean	ainmean-sgrìobhte
Quaker	Cuaigear
Quaker	Caocaire
Quaker	Crith-chreidmheach
Quaker	Fear-crathaidh
cent	seant
dollar	dolair
smuggler	smuglair
pool	lodan
boothose	mogan
pàirc	pàirc-coillidh
pàirce	pàirce-choilleadh
meteor	dreag
trì sgillinn	trì sgillinn
sia sgillinn	sia sgillinn
twenty cent	tastan
sia sgillinn	dà thastan agus sia sgillinn
còig tastan	còig tastan
taigh	taigh-obrach
banquet	bangaid
buna	buna-bhuachaille
thesaurus	co-fhaclair
lid	faircill
suction	deoghal
Quakerism	Cuaigearachd
worth	fiù
pleased	riaraichte
mending	càradh
repair	càirich
elm	ailm
elm	leamhan
biography	eachdraidh-beatha
kid	meann
yawn	mèaran
satisfy	riaraich
dear	gràdhach
love	gràdhaich
loved	gràdhaichte
since	on a
primary source	bun-stòr
secondary source	stòr leasaichte
siskin	gealag bhuidhe
Adam's apple	meall-sgòrnain
farming	feirmeireachd
skating	sgeatadh
pounding	ponndadh
meat loaf	buileann feòla
loaf	buileann
sage	sàiste
dry weather	turadh
cucumber	cularan
wages	tuarastal
choice	roghainn
sew	fuaigheil
pannal	pannal-grèine
panel	pannal
rechargeable	so-ath-neartachaidh
lifelong	fad-shaoghalach
meidheadair	meidheadair-dealain
meter	meidheadair
dishwasher	nigheadair-shoithichean
ceann	ceann-rèile
wave power	cumhachd nan tonn
tidal energy	lùth làin-mhara
làn	làn-mara
glance	plathadh
crann	crann-dealain
flex	fleisg
flex	teud-dealain
cord	teud
false tooth	fiacail fhuadain
fleeting	fuadain
stèisean niùclasach	stèisean niùclasach
station	stèisean
overhead	os-cionn
power cut	call cumhachd
wattage	uàtachd
watt	uàt
green tax	cìs uaine
civil	sìobhalta
vital spark	ràbhadh
rabhadh	fiar-rabhadh
Barbara	Barabal
Arthur	Artair
silent	sàmhach
girlfriend	banacharaid
satire	aoir
desire	dèidh
lifeboat	bàta-teasairginn
lifeboat	bàta-sàbhalaidh
tourists	luchd-turais
mouthful	balgam
keen	èasgaidh
buain am maorach nuair a tha an tràigh ann	buain am maorach nuair a tha an tràigh ann
shellfish	maorach
reap	buain
unanimously	gu h-aona-ghuthach
unanimous	aon-ghuthach
earphone	fòn-cluaise
plane	plèan
plane	plèana
airplane	itealan
ferry	aiseag
reliable	earbsach
current account	ruith-chunntas
sruth	sruth-chlais
groove	clais
wether	muiltean
sanas	sanas-reic
rose-tinted glasses	speuclairean pinc
incinerator	losgair
occasionally	corra uair
Bible	Bìoball
carpet	brat-ùrlair
celery	soilire
infamous	droch-chliùiteach
famous	cliùiteach
snug as a bug in a rug	cho seasgair ri luchag ann an cruach
uaireadair	uaireadair-dùsgaidh
awakening	dùsgadh
channel	caolas
sportive	cluicheach
certain amount	uiread
housekeeping	banas-taighe
obair	obair-taighe
song	amhran
elements	siantan
anything	sìon
storm	stoirm
foill	brath-foilleil
gypsy	giofag
European perch	muc-locha
European perch	creagag-uisge
marsh marigold	lus buidhe Bealltainn
audience	èisteachd
fast	traisg
snowboarding	bòrdadh-sneachda
chatter	goileam
sumptuous	sòghail
destitution	airc
lacking	a dhìth
nod	gnogadh cinn
nearly	theab
overlap	tar-iadhadh
refrigerator	fionnaradair
cool	fionnaraich
contemplative	smaoineachail
fertilizer	todhar
blàran coille	blàran coille
open space	blàran
consecration	coisrigeadh
desecration	mì-choisrigeadh
arable land	talamh àitich
fallow ground	talamh bàn
cultivate	àitich
cultivation	àiteach
plantation	àiteachadh
columnist	colbhair
retrospect	sealltainn air ais
perception	toirt fa-near
resignation	toirt suas
birds of a feather flock together	is toigh le bò mhaol bò mhaol eile
jar	crogan
jam-jar	crogan-silidh
palm	cròg
handful	làn cròige
goods train	trèana bathair
backdrop	brat-cùil
acoustics	fuaimearrachd
acoustic	fuaimearra
headlight	solas mòr
ticket	tiogaid
whisperer	neach-cagarsaich
fire exit	teàrnadair-o-theine
descend	teàrn
descent	teàrnadh
altogether	gu lèir
camel	càmhal
calcium	cailceam
heron	corra-ghritheach
dromedary	dromadair
pheasant	easag
hamster	hamstair
two-dimensional	dà-sheallach
three-dimensional	trì-sheallach
three-dimensional	trì-mheudach
tri-	trì-
otter	dòbhran
gnaw	criom
quail	gearradh-gort
traffic	trafaig
traffic jam	stopadh trafaig
comhachag	comhachag-bheag
bathtub	amar-ionnlaid
shave	beàrr
clean-shaven	air a bhearradh
sandcastle	caisteal-gainmhich
jay	sgreuchag
jay	sgreuchan-coille
guinea fowl	coileach Innseanach
guinea fowl	cearc Innseanach
chamber music	ceòl seòmrach
woodpecker	snagan-daraich
wool	olann
corra	corra-bhàn
corra	corra-ghrian
include	gabh a-steach
including	a' gabhail a-steach
here	an seo
immigration	in-imrich
immigrant	in-imriche
immigrate	dèan in-imrich
hedge	fàl
turkey	eun-Frangach
suck	deoc
duilleag	duilleag-dhoras
empress	ban-ìmpire
emperor	ìmpire
empire	ìmpireachd
graip	gràpa
snob	sodalan
double	dùbailte
wounding	gonadh
hang on	dad ort
drat	gonadh air
neuter	neodrach
neuter	neodar
effeminacy	boireanntachd
chieftain	ceann-cinnidh
each	each-mara
screwdriver	sgriubhaire
phonemic	fòineimeach
lunch	diathad
typesetter	clòdhadair
tough	righinn
parsnip	curran geal
gravy	sùgh feòla
feòil	feòil-muice
brat	peasan
puffin	peata-ruadh
arrogance	ladarnas
churn	loinid
self-sufficiency	fèin-fhoghainteachd
self-sufficient	fèin-fhoghainteach
suffice	foghain
stammerer	mabach
baritone	baratòn
demonstrate	tog fianais
nail	tarrag
caterpillar	bratag
worm	boiteag
worm	baoiteag
worm	cnuimh
nota	nota-maise
several	grunn
forget	dìochuimhnich
gratitude	buidheachas
edition	eagran
untidy	piullach
croft	crait
sojourn	tuinich
settlement	tuineachadh
Iona	Ì Chaluim Chille
meteorite	dreagag
knightly	ridireach
knighthood	ridireachd
better	feabhasach
dawn	beul an latha
dawn	briseadh-latha
dawn	mochthrath
sunrise	èirigh na grèine
sunset	dol fodha na grèine
vacuum cleaner	sguabadair
episode	eadar-sgeul
maternal	taobh màthar
paternal	taobh athar
stressed	beumte
grain	gràn
pika	paice
buck	fear-choinean
doe	ban-choinean
herbivorous	lus-itheach
herbivorous	feur-itheach
herbivore	lus-itheadair
hutch	bothan-còmhnaidh
òran	òran-càraid
side	cliathach
wing	cliathaiche
bubble	builgean
corruption	coirbeachd
corruption	truaillidheachd
doll	liùghag
rest	càch
sense	ceudfath
self-respect	fèin-urram
autism	uathachas
scab	sgreab
mask	masg
oboe	òboidh
embrace	ioma-ghlacadh
dancer	dannsair
dance	danns
waistcoat	peitean
eternity	sìorraidheachd
eternal	sìorraidh
pumpkin	peapag
language barrier	cnap-starra cànain
lava	làbha
bitch	bidse
drop	boinne
polytheism	ioma-dhiadhachd
every second	gach dàrnacha
second	dàrnacha
secondary	dàrnach
bann	bann-làimhe
harpsichord	cruit-chòrda
fàinne	fàinne-chraoibhe
fàinne	fàinne-chluaise
pendant	crochadan
one	aon-bhriathrach
cockle	coilleag
cockle	srùban
coppice	dèan preasarlach
disagreement	eas-aonta
lease	aonta
dis-	eas-
crazy	craicte
human right	còir dhaonna
scarf	guailleachan
headscarf	sgarfa-cinn
scarf	sgarfa
impunity	saorsa o pheanas
mph	msu
summer solstice	grian-stad samhraidh
bay	bàgh
hinderance	grib
hairy	greannach
diarrhea	buinneach
draught	sruth-gaoith
draught	gaoth tro tholl
jigsaw puzzle	mìrean-measgaichte
mixed	measgaichte
surcharge	for-chìs
besom	sguabag
chimney pot	ceann simileir
chimney stack	binneag
skylight	leòsan-adhair
downpipe	pìob-thraoghaidh
eaves	anainn
close	clobhsa
letter box	toll-litrichean
letter box	bogsa-litrichean
windowsill	sòla uinneige
sill	sòla
windowsill	oir uinneige
doggedly	gu leanailteach
adhesive	leanailteach
smithwork	goibhneachd
anxiety	imcheist
perfection	snas
fungus	fungas
fortunate	sealbhach
grave accent	stràc throm
coincidence	turchartas
Ulva	Ulbha
sunburn	losgadh na grèine
Universal Credit	Creideas Coitcheann
stache	stais
moustache	ròibeanach
feusag	feusag-bheòil
mustache	ròibeag
filthiness	ròibean
mustache	réibean
caisean	caisean-feusaig
clacharan	clacharan an fhraoich
fellowship	caidreabh
friendly	caidreamhach
seasonable	tràthail
dependent	ithidh
Albanian	Albàinis
twist	toinn
strife	deabhtha
blasphemy	dia-mhaslachadh
fraternal	comh-bhràthaireil
brotherly	bràithreil
brutality	brùidealachd
barbarous	brùideil
tha	tha an t-àm aig
once in a blue moon	uair san ràith
rach cùrsa nan slat	rach cùrsa nan slat
an eye for an eye, a tooth for a tooth	sùil airson sùla is fiacaill airson fiacla
nì	an nì a chuireas duine is e a bhuaineas e
hillside	leitir
rose-colored glasses	speuclairean bàn-dhearg
sour cream	uachdar goirt
child pornography	drabasdachd ri cloinn
obscene	drabasda
filthy	drabasdach
filthiness	drabhas
melancholy	deòiridh
blueberry	dearcag ghorm
sooty	sùitheach
grape	fìon-dearcag
dearcag	dearcag-Fhrangach
dearcag	dearcag-fhiadhaich
dearcag	dearcag-mhonaidh
dearcag	dearcag-fhraoich
dearcag	dearcag-choille
opener	fosglair
go	imich
àicheadh	àicheadh-chreidimh
self-denial	féin-àicheadh
atheism	dia-àicheadh
fall	tuiteam
bear	beithir
spun	snìomhte
maide	maide-snìomh
maide	maide-leisg
twist	snìomh
spinning	snìomhadh
convolve	comh-shnìomh
pumpkin	puimcean
witchery	buidseachd
ghostly	taibhseil
trick-or-treater	samhnair
bonfire	samhnag
clach	clach-chinn
honor	talmaich
chocolate bar	gàd teòclaid
iron bar	gàd
monster	uile-bhéist
eruption	bòcadh
skipping	bocadh
bloat	bòc
scarecrow	bodach ròcais
haunted house	taigh nam bòcan
teine	teine-sionnachain
aodann	aodann-coimheach
culaidh	culaidh-choimheach
raw-boned	cnàmharlach
potion	deoch an uil-ìoc
digital	didseatach
inter-	eadar-
double buffer	eadar-chuimhne dhùbailte
intercessorship	eadar-ghuidhearachd
de-	dì-
sponsor	sponsair
godfather	goistidh
godmother	bana-ghoistidh
tried	sgrùdaichte
inspect	sgrùdaich
rot	lobh
rotting	lobhadh
escape	tèarainn
industrial	tionnsgalach
contentious	strìtheil
learning	foghlam
ingenious	eadar-ghnàthach
ingenuity	eadar-ghnàth
complex	eadar-fhillte
intervolve	eadar-fhill
mutual	eadar-iomlaideach
deal	eadar-iomlaid
interphase	eadar-ìre
interdependence	eadar-eisimealachd
dependence	eisimeileachd
interjection	eadar-chur
product differentiation	eadar-dhealachadh bathair
separate	eadar-dhealaich
separating	eadar-dhealachadh
separated	eadar-dhealaichte
interface	eadar-aghaidh
arbitration	eadar-bhreith
interlocutory	eadar-bhreitheach
intermarriage	eadar-phòsadh
intermarry	eadar-phòs
interregnum	eadar-riaghladh
intermission	eadar-ùine
intermittent	eadar-ùineach
interaction	eadar-oibreachadh
working	oibreachadh
working	obrachadh
interparty	eadar-phàirtidheil
interpoint	eadar-phongaich
party	pàirtidh
intricate	eadar-fhighte
interpreted	eadar-mhìnichte
complex	eadar-thoinnte
intertwine	eadar-thoinn
intertexture	eadar-fhìgheadh
interweave	eadar-fhigh
interpret	eadar-mhìnich
explained	mìnichte
interpreter	eadar-mhìnichear
interpreting	eadar-mhìneachadh
interpreter	eadar-mhìniche
divorce	eadar-ghearradh
interpreter	eadar-theangaiche
interpreter	eadar-theangaichear
translated	eadar-theangaichte
solubility	eadar-sgaoileachd
interlinear	eadar-sgrìobhach
interlineation	eadar-sgrìobhadh
interline	eadar-sgrìobh
interlinear	eadar-sgrìobhta
intersperse	eadar-sgaoil
solution	eadar-sgaoileadh
seòmar	seòmar-dìnnearach
interlinear	eadar-shreathte
interlineation	eadar-shreathadh
interlineation	eadar-lìneadh
interline	eadar-shreathaich
interlinear	eadar-shreathach
twilight	eadar-sholasach
twilight	eadar-sholas
interfluent	eadar-shruthach
intervenient	eadar-theachdail
internuncio	eadar-theachdair
interventionist	eadar-theachdaiche
intervention	eadar-theachd
interleave	eadar-dhuillich
interleave	eadar-dhuilleagaich
intercessory	eadar-ghuidheach
lobby	eadar-sheòmar
lobby	for-sheòmar
bedchamber	cùil-sheòmar
seòmar	seòmar-cùil
astable	eadar-bhunaiteach
parenthesis	eadar-aisneis
meantime	eadar-àm
interjoin	eadar-cheangail
discord	eadar-chasaideachd
complaining	casaideachd
metathesis	eadar-chàradh
interlinguistic	eadar-chànanach
interweaving	eadar-fhighe
intricacy	eadar-fhigheachd
interstice	eadar-fhosgladh
diverse	eadar-mheasgte
mix	measg
intercurrent	eadar-ruitheach
internuncio	eadar-ruith-fhear
interregnum	eadar-rìoghachd
parenthesis	eadar-ràdh
simultaneous interpretation	eadar-theangachadh co-amail
simultaneous translation	eadar-theangachadh maraon
interval	eadar-thamall
interregnum	eadar-thriath
intercurrent	eadar-shligheach
heterozygous	eadar-chuingeach
heterozygote	eadar-chuing
interspersion	eadar-sgapadh
intersperse	eadar-sgap
room	seòmarach
scatter	sgap
sreap	sreap
climber	sreapadair
treat	treut
bassoon	torm-fheadan
insurance	àrachas
home page	prìomh-dhuilleag
cìoch	cìoch-shlugain
working class	clas-obrach
heretic	saobh-chreidmheach
prefix	saobh-
textbook	teacs-leabhar
torment	cràidh
spiderweb	lìon an damhan-allaidh
sixteen	sia deug
soapy	siabannach
all-powerful	uile-neartmhor
unlucky	mì-àdhach
anorexia nervosa	fuath-bìdh
bulimia nervosa	acras geur
eating disorder	mì-rian ithe
anxiety disorder	mì-rian iomagain
narcolepsy	an galar tuiteamas-cadail
drone	proimsheillean
bee	proimbeallan
Colletidae	seillean aodainn-bhuidhe
bee	seillean gearradair-dhuilleag
Apis mellifera	seillean-achaidh
Apidae	seillean-cuthaige
drone bee	seillean-dìomhair
bumblebee	seillean-dubh
cabbage white	seillean-each
butterfly	seillean-dé
honey bee	seillean-meala
honey bee	seillean-mil
honey bee	seillean-sgip
drone bee	seillean-lunndach
drone bee	ainbheach
drone	seillean-dìomhain
seillean-mòr nan dearcan-fraoich	seillean-ruadh
seillean	seillean-nimh
worker bee	seillean-obrach
snail	seillean-seimhid
little bee	beachan
bee bole	bòl-sheillean
queen bee	cràin-sheillean
queen bee	beach-eòlais
