be	may
article	pantukoy
demolition	paggiba
splatter	magpatalsik
demolish	maggiba
scold	singhal
burning	pagsusunog
shooting	pamamaril
fall	malaglag
solicit	maningil
base	pagbasehan
tumble	tumambling
restless	aligaga
predict	manghula
water	magdilig
flatter	mambola
bore	magbutas
wiggle	kumislot
rise	bumalikwas
reddish	angkak
rice	bigasan
vote	bumoto
take	mangamkam
fodder	kumpay
propose	mamanhikan
wedding	pamamanhikan
depart	pumanaw
lose	mamatayan
ignorance	kamangmangan
give	bigyan
amnesty	amnestiya
make	maghangad
next	susunod
forever	magpakailanman
how much	magkano
nightly	gabi-gabi
hourly	oras-oras
each	bawat
parboil	maghalabos
necessary	kailangan
need	pangangailangan
remove	mapuknat
hit	batikusin
oar	magsagwan
oar	sagwan
drown	malunod
godchild	inaanak
say	umiling
discipline	disiplinahin
transport	ihatid-sundo
frequently	hatid-sundo
accompaniment	hatid
deliver	maghatid
boss around	maghari-harian
false	hari-harian
nonbiodegradable	di-nabubulok
irresponsible	alibugha
swirling	alimpuyo
ancient	Amansinaya
wait	umantabay
carpenter	anluwagi
light	mapusyaw
black mangrove	pututan
lonely	nag-iisa
painting	pagpipinta
painting	pagpipintura
knot	sigalot
pearl millet	agingay
invite	mag-anyaya
atmospheric	himpapawid
godfather	inaama
godmother	iniina
bury	maglibing
indeed	ngani
mediate	mamagitan
seed	panag-araw
faith	pananampalataya
pursue	tumugis
ancestor	kanunu-nunuan
commit adultery	mangalunya
horizontal	pahalang
deserted	nakakailang
sacrum	kuyukot
brassiere	salungso
panty	salungki
chair	salumpuwit
underwear	kasuotang panloob
use	panloob
rhinoceros	rinoseronte
raccoon	mapatse
Southern Tagalog	Timog Katagalugan
Central Luzon	Gitnang Luzon
blown up	lislis
rinse	banlaw
scare	takutin
supporter	tagasuporta
hostility	pagkakasiraan
difference of opinion	pagkakaiba ng palagay
boo	bulaga
century	dantaon
demolished	buwag
Adam's apple	gulunggulungan
garlic chive	kutsay
celebrate	magtagumpay
ill	magdiwang
keep	manariwa
scapular	kalmen
scapular	eskapularyo
asylum	kalingaan
venture	makipagsapalaran
screw pine	sabutan
slave	sabwat
goose bump	kilabutan
unending	walang humpay
cessation	humpay
racket	alingasngas
monkey	tsonggo
old	matandang binata
adolescent	binatilyo
watch	tanaw
watchtower	tanawan
twist	matapilok
row	taludtod
opposite	kasalungat
hat	sambalilo
flash	kumidlat
thunder	kumulog
make	magkunwari
pursue	usigin
sa	apo sa talampakan
sa	apo sa sakong
large	bakulaw
boycott	iboykot
dilute	bantuan
dowry	bigay-kaya
hardly	bihira
fish	mamingwit
business	kasosyo
small	bingwit
mocking	palabiro
loose	buhaghag
kababaan	kababaang-loob
nobility	kaginoohan
lust	kalibugan
forget	kalimutan
shelter	magkanlong
species	kanumay
ancestry	kanunuan
piece	piraso
grab	dakutin
poverty	dalita
disgust	pandidiri
disgusted	diring-diri
reach out	dukwangin
wisdom	dunong
harvest	maggapas
reaper	manggagapas
get ready	gumayak
cry	humagulgol
sudden	hagulgol
similarize	ihalintulad
search	mag-apuhap
long ago	sa una
defend	isanggalang
defend	sanggalang
scold	sawayin
meet	sumalisi
rod	salawag
confused	urong-sulong
cause	mausog
abundant	sagana
hiss	sumagitsit
hiss	sagitsit
aground	sumagadsad
twice	makalawa
three	makatatlo
till	hanggang sa muli
exterminate	lumipol
penetrate	tumalab
pretend	magpanggap
one day	balang araw
shy	mahiyain
razor	pang-ahit
companion	kasa-kasama
other side	kabilang dako
defeat	kabiguan
act	kumahog
frontal	bigwas
go	pumaroon
drinking	pag-inom
writing	pagsusulat
sky	papawirin
one-handed	kimaw
order	mag-utos
disappear	mawala
because	palibhasa
say	wikain
according to	aniya
hang	lumambitin
crackling	lagitik
mount	sumakay
boyfriend	kasintahan
love	suminta
slander	mamura
imprisoned	kulong
slander	murahin
freeze	magyelo
damnation	malintikan
anxiety	kabagabagan
black	mangitim
carry	magpasan
proud	ipagmalaki
flower	mamulaklak
give	mamigay
turn	mamutla
don	magsuot
mock	manlibak
buy	mamili
share	mamahagi
make a living	mamuhay
hunt	mangaso
feel	makaramdam
ask	magpasulat
ask	magpagawa
borrow	magpautang
fit	magkasiya
fits	kasiya
owe	magkautang
pick	mamasura
pack	mag-empake
pretend	magtulug-tulugan
repack	magrepake
charming	gayuma
enchant	gayumahin
affection	maglampungan
grab	pumulupot
grab	pulupot
hurry	magkumahog
tremble	mangisay
weigh up	tantiyahin
estimate	tantiya
clear	tabtabin
damned	tinamaan ng lintik
live	magsarili
schedule	mag-iskedyul
happen	magkataon
linguistics	lingguwistika
panic attack	nerbiyos
biscuit	biskuwit
squatter	iskuwater
birthday	bertdey
interview	interbiyu
annoyed	konsumido
rallyist	raliyista
sexual	seksuwal
sexuality	seksuwalidad
noodle	pansit
burial	puntod
appeal	manawagan
thick	arnibal
appoint	maghalal
zeal	mamanata
stay	manatili
burn	magningas
shine	magningning
move	mangibang-bayan
but	ngunit
noise	ugong
appeal	pananawagan
carol	mangaroling
let	mapahamak
dream	managinip
dream	panaginip
assemblyman	asambleista
pride	orgulyo
apply	sagkaan
drop	maghulog
forgetful	makakalimutin
flatulent	ututin
fear	mangamba
downward	pababa
cause	manggulo
children	pambata
pamamaril	pam-
forget	makalimot
Nile cabbage	kiyapo
strike	magwelga
break up	umawat
rotating	paluwagan
adults	pangmatanda
malice	malisya
feigning	patay malisya
feign	dedma
act	suntok sa buwan
ambulant	magtataho
restaurant	pansiterya
inquire	usisain
inquire	usisa
hand fan	pamaypay
visitation	pagdalaw
prayer	panalangin
compassion	kahabagan
entrust	maghabilin
Capuchin	Kaputsino
exchange	kapalit
abdomen	puson
homily	homiliya
operate	mamasada
longitude	longhitud
estate	mansiyon
mercenary	mersenaryo
missionary	misyonero
monastery	monasteryo
furniture	muwebles
novena	nobenaryo
print	mag-imprenta
primitive	sinauna
old-fashioned	makaluma
literacy	literasiya
age	kapanahunan
practice	magpraktis
Philippines	Pangasinense
goodness	kagalingan
propagate	magpalaganap
participate	makibahagi
Manileño	Manilenyo
speak	mag-Ingles
Indian	Indiyano
Portuguese	Portuges
Belgian	Belhiko
coconut	kaniyugan
eye	nakamulaga
jackfruit	langkaan
Katipunan	Katipunero
revolutionary	Katipunan
adolesce	magbinata
adolesce	magdalaga
auction	magpasubasta
warrior	mandirigma
depth	kalaliman
residence	Malakanyang
window	dungaw
guerrilla	gerilya
civil	guwardiya sibil
blood	sanduguan
splendor	dingal
property tax	amilyar
ruling class	maginoo
creating	Maylikha
provincial	alkalde mayor
monopolization	monopolisasyon
water	Nawasa
cronyism	kroniyismo
embalm	mag-embalsamo
stone	pader
lye	lihiya
bolt	kunsi
cha-cha	tsatsa
travel	bumiyahe
cancellation	kanselasyon
prophecy	propesiya
copyright	karapatang may-ari
agaw	agaw-pansin
buyer	mamimili
unionist	unyonista
coffee	kapihan
limping	iika-ika
cassock	sutana
preparedness	kahandaan
lost	pinulot sa kangkungan
water spinach	kangkungan
stupid	pendeho
pregnancy	pagbubuntis
heir	tagapagmana
tailor	patahian
acrophobia	nakakalula
make fun of	pagtripan
enemy	kalaban
whose	kanino
receipt	resibo
valuable	mahalaga
sculptor	manilililok
rather	medyo
Mercury	Merkuryo
Messiah	Mesiyas
very	musmos
fierce	muok
complete	ganap
sawmill	trosohan
envious	inggitero
bribe	manuhol
retarded	may sayad
think	praning
poke	dutdutin
hickey	tsikinini
smallpox	bulutong
mockery	aglahi
cry	ngalngal
jueteng	huweteng
gambler	manunugal
ticket	tambiyolo
collect	kubra
car	tsikot
fencing	espadahan
teaser	alaskador
carol	mamasko
peep	mamboso
shy	walang dila
cowardly	walang bayag
request	hingi
death	hingalo
nephew	pamangkin
beggar	pulubi
gap	puwang
reference	sanggunian
small	almohadilya
oxygen	oksiheno
itchy	makati
act	bunto
national	pambansa
peaceful	mapayapa
monied	mapilak
phlegmy	maplema
red	mapula
having	mapunla
covered	mapuno
thin	marak
having	masabaw
very	masaksa
with	masaksi
comprehensive	masaklaw
full	masakuna
slow	masagal
full	masagwil
massage parlor	masahihan
monied	masalapi
aromatic	masamyo
having	masangsang
having	masangay
full	masapot
fond	masatsat
full	masasakyan
loud	masigabo
shiny	masikat
diligent	masikap
healthy	masibol
full	masigalot
passionate	masilakbo
thrifty	masimpan
affectionate	masuyo
full	masurot
very	masusi
nutritious	masustansiya
lucky	masuwerte
trademark	tatak-kalakal
fingerprint	tatak-daliri
bargaining	tawaran
small	tuklong
stupidity	kaungasan
medium	talyasi
secretive	malihim
well	malibro
lustful	malibog
pampered	malayaw
full	malatak
full	malanggam
coquettish	malantod
full	malangaw
membranous	malamad
full	malalin
full	malamat
black	maitim
trench	trintsera
fall	sumemplang
warning	babala
wave	alon
flannel	pranela
swing	kumuyakoy
hair	tutsang
grief	dalamhati
opium	apyan
opium	opyum
watercolour	akwarela
tuner	talapihitan
carbide	kalburo
cross-tie	trabyesa
mileage	milyahe
triangle	labintador
urban	kalungsuran
wow	hanep
All Saints' Day	Undas
cell phone	selular
puzzle	palaisipan
happiness	kaligayahan
right away	kaagad
character	pakitang-tao
insincerity	kaplastikan
pesticide	pestisidyo
oriole	kulyawan
formed	binundok
frequency	dalas
decametre	dekametro
biretta	bireta
hectometre	hektometro
illegal	tupada
magic	salamangka
profanity	tungayaw
winged bean	sigarilyas
winter melon	kundol
tailless	unggi
tailless	punggi
cut off	pungog
ohm	omyo
realistic	makatotohanan
shabby	nanlilimahid
in reality	sa katunayan
loathsome	karumal-dumal
bruise	limahid
drought	tagtuyot
chasuble	kasulya
needlefish	susuwi
gotcha	huli ka
abominable	kasuklam-suklam
gain	matauhan
smug	kampante
lack	kakulangan
assurance	kasiguraduhan
make sure	siguraduhin
suspicious	kahina-hinala
suspect	maghinala
suspected	pinaghihinalaan
steal	nakawin
plaster	palitada
cover	palitadahan
drill	magbarena
crazy	sira ang tuktok
coriander	wansoy
epithet	Mama Mary
eat	mananghalian
immunity	resistensya
His Eminence	Kanyang Kabunyian
wash	sabunin
gluttony	katakawan
pride	karangalan
masturbation	dikdik-bawang
officemate	kaopisina
website	pahinarya
cell phone	selepono
genetics	henetika
nitrogen	nitroheno
chewing gum	tsiklet
faint	himatayin
play truant	magbulakbol
laundry	labada
last	kabuwanan
alarming	nakakaalarma
frightening	nakakatakot
deafening	nakakabingi
stupefying	nakakaloko
prudishness	selan
worn out	laspag
annoying	nakakabuwisit
evil	maitim ang budhi
flowery	mabulaklak
stonehearted	matigas ang puso
divulge	magsiwalat
dubious	kaduda-duda
turn a blind eye	magbulag-bulagan
shrubby	masukal
become	dumali
dalmatic	dalmatika
taffy	balikutsa
throw	itsa
act	pagsagot
surety	panagot
flat	sagpak
small	sagubang
floor	magsahig
tell	magkuwento
flicker	kutitap
complexion	kutis
gas	kusinilya
square	kuwadrado
armor	kutamaya
slow	kutiltil
quarantine	kuwarentenas
quartet	kuwarteto
barracks	kuwartel
money	kuwarta
so-and-so	kuwan
idle	kutsukutso
tobacco pipe	kuwako
stable	kuwadra
kind	kuwaho
jute	kustal
call	kurukya
belly	kayuyo
protrusion	kayuyuan
chicken	kekok
closed	kayumkom
perhaps	kaypala
cricket	kerwe
leprosarium	ketungan
leper	ketungin
sway	kembot
invitation	kayag
wealth	kayamanan
spool	kidkid
Philippine	kikyam
reddish	kamaw
youth	kakilawan
carried	kilik
affected	kinday
balustrade	kinsikinsi
shiny	makintab
bamboo	kudlong
source	kukunan
head	kulubong
Vietnam	Biyetnam
Ukraine	Ukranya
East Timor	Silangang Timor
Morocco	Marwekos
Thailand	Taylandiya
Macedonia	Masedonya
dapple	kulakling
dark	kulimlim
questionnaire	palatanungan
ng	Kaban ng Tipan
leavening agent	lebadura
gravitational force	hilabigat
biodiversity	saribuhay
metamorphosis	banyuhay
Far East, East Asia	Malayong Silangan
epistemology	epistemolohiya
meticulous	mabusisi
infested	mabuwaya
bony	mabuto
chubby	maburok
laden	mabunga
vociferous	mabunganga
full	mabulbol
robust	mabulas
foamy	mabula
knotty	mabuhol
hairy	mabuhok
sandy	mabuhangin
inflated	mabintog
infested	mabalang
full	mabalakubak
with	mabalakid
footprint	mabakas
pleasant	maaya
bitterish	maaskad
smoky	maasap
full	maaral
smell	maango
moldy	maamag
smelly	maalingasaw
thoughtful	maalintana
charming	maalindog
cloudy	maulap
cloudy	maalapaap
full	maagiw
jewelry	maalahas
infested	maahas
busy	maabyad
ashy	maabo
book	maaklat
ambitious	maadhika
thoughtful	maalaala
shaky	maalog
overactive	maharos
slender	mahawas
animal	mahayop
miraculous	mahimala
calm	mahinahon
suspicious	mahinala
gentle	mahinhin
pedantry	pamimilosopo
callus	kalyo
horse-drawn	karitela
Catholicism	Katolisismo
epidemic	epidemya
sarcasm	pang-uuyam
wedge	kalso
tyranny	tiraniya
antiphon	antipona
wick	mitsa
buhay	mitsa ng buhay
decision	pasiya
dysentery	disenteriya
egoistic	makaako
dropper	pamatak
whisk	pambati
permanent	pamalagian
special	espesyal
applause	palakpakan
suitable	angkop
selfish	maikot
sin	kasalanan
gender	kasarian
festivity	kasayahan
sniff	singhot
fumes	singaw
exact	singkad
belt	sinturon
deflected	sinsay
entirely	simot
very	tsikiting
tightness	sikip
sa	sa aba ko
sa	sa aba mo
dried	salab
obstacle	salabid
basket	salakab
gold	salaginto
file	salansan
act	tawid
range	taway
choice	putahe
nausea	alibadbad
contact	kontak
vapor	alimuom
cage	hawla
purpose	hinggil
MSG	betsin
cook	magkusi
spoon	makutsara
spoon	magkutsara
ladle	magkutsaron
ladle	magsandok
just	porke
sphere	timbulog
caring	mapag-aruga
loving	mapagmahal
lie	dumapa
spit	dumura
leak	sumingaw
visit	dalawin
become	humirap
lengthen	pahabain
shorten	paiksiin
beautiful	magandahan
ugly	mapangitan
ugly	papangitin
big	malakihan
small	maliitan
long	mahabaan
short	maiksian
heavy	mabigatan
light	magaanan
throw	itapon
characteristic	mapagsamantala
fall	bumagsak
fall	ibagsak
exile	ipatapon
throw	magtapon
dumpsite	tapunan
sneeze	bumahin
vomit	sumuka
have	lumindol
fatten	tumaba
turn	pumula
frown	sumimangot
burp	dumighay
become	bumilis
become	dumilim
flooded	bumaha
mother	mumshie
pregnant	jontis
assistant	julalay
efficient	episyente
petticoat	nagwas
jicama	singkamasan
well	balitado
keep	panatilihin
set	iset
hide	itago
cut	putulin
ascend	umakyat
fifth	ika-singko
rich	mabitamina
crab	onse-onse
greenness	kaberdehan
last	petsa de peligro
bread	pan de regla
sweet	puto seko
put on	isuot
share	i-share
like	i-like
post	i-post
comment	mag-comment
stay	magstay
withdraw	mag-withdraw
apply	mag-apply
resign	magresign
advantageous	liyamado
grow	bumata
timetable	talaorasan
table	talahanayan
make	basyuhin
have	magpaopera
beautiful	magpaganda
convince	kumbinsihin
go back	bumuwelta
return	buwelta
answer back	buweltahan
insinuation	patutsada
explode	sumabog
slip	dumulas
shine	sumikat
collapse	gumuho
rove	gumala
imaginary number	gunimbilang
vaccinate	bakunahan
operate	mag-opera
sheath	kaluban
sheath	bayna
condition	kondisyon
airplane	mag-eroplano
verify	beripikahin
vote	iboto
stupid	bobotante
swordfight	mag-espadahan
corrupt	korap
freedom	layaw
appellation	siyaho
flute	plawta
work	empleyo
accident	aksidente
process	magproseso
Great Britain	Gran Britanya
Great Britain	Britanya
British Empire	Reyno Unido
triangle	tilasitha
Scotland	Eskosya
expensive	brilyante
Liechtenstein	Litstenstayn
Czechia	Tsekya
Czechia	Tseko
Czechia	Republikang Tseko
Vatican	Batikano
Hungary	Unggarya
Serbia	Serbya
Bosnia	Bosniya
Finland	Pinlandya
Tunisia	Tunisya
Belarusian	Rusoblanka
Belarusian	rusoblanko
Belarusian	rusoblanka
Belarusian	belaruso
Belarusian	belarusa
Tuason	Quitson
blank	blangko
hurry	mamilis
kerosene	kerosin
jeepney	dyipni
astrology	dalubituinan
lauriat	loryat
title	pamagat
analysis	analisis
there be	mayroon
soldier	kawal
triumphant	matagumpay
head over heels	torete
round	bilao
Western Asia	Kanlurang Asya
fellow	kapwa
spiciness	anghang
I don't know	ewan
sow	maghasik
hyacinth	hasinto
of	niyon
stormy	tagbagyo
harvest	tag-ani
flu	tagtrangkaso
ice	kayeluhan
put	halangan
worn	akibat
mirror	panganinuhan
middle finger	hinggigitna
Annona muricata	unaba
donkey	buriko
colt	bisiro
decimetre	desimetro
phone	telebabad
creamy	makrema
Chinese spinach	polonchay
Middle Ages	Edad Medya
decilitre	desilitro
centilitre	sentilitro
condemnatory	mapagkondena
Bicolano	Bikolano
and	tsaka
Bicol	Kabikulan
cessation	tigil
big	tigad
tilted	tikwas
fold	tiklop
tight	tikho
capital city	Sorsogon City
capital city	Masbate City
Masbate	Ticao
limit	hanggan
raja	ladya
pennant	pindol
relic	relikaryo
mango	tagmangga
strong	tadyak
fate	tadhana
repudiation	takwil
imagination	takitaki
unbalanced	tabingi
screen	tabing
uncircumcised	sungaw
fragrance	halimunmon
persuasion	hikayat
dodge	ilag
bottom	ilalim
birdling	inakay
hen	inahin
descendant	inapo
rhythm	indayog
dry	inupas
careful	maingat
pity	lunos
heat	magsalang
serve	maglingkod
hide	maglingid
grandmother	maglola
grandfather	maglolo
father	mag-ama
disappear	magmaliw
march	magmartsa
make a living	maghanapbuhay
prepare	maghanda
reign	maghari
divide	maghati
yawn	maghikab
wear	maghikaw
sigh	maghimutok
snore	maghilik
revolt	maghimagsik
stop	maghinto
infer	maghinuha
wear	maghiyas
become	maghirap
cease	maghumpay
drink	maglango
butcher	maglapa
describe	maglarawan
use	maglaso
form	maglangib
flirt	maglantod
wash	maglanggas
make	magbiro
ride	magbisikleta
wild	ganid
cylinder	espasol
melody	himig
inference	hinuha
scarecrow	balyan
war	digmaan
sometimes	minsan
scarecrow	espantaho
si	ako si
where do you live	saan ka nakatira
I live in Melbourne	nakatira ako sa Melbourne
how old are you	ilang taong gulang ka na
ay	ako ay dalawampung taong gulang
merry Christmas	maligayang pasko
pronunciation	pagbigkas
thundery	makulog
na	na'ng
brand	tatak
yawn	hakay
go away	lumayas ka
thank you very much	maraming salamat
holy basil	kamangkaw
pulverized	durog
toward	patungo
disguise	balatkayo
damp	halumigmig
framework	estruktura
small	almuwada
cock-a-doodle-doo	tiktilaok
Asian	Asyano
I'm deaf	bingi ako
I'm blind	bulag ako
underwear	damit-panloob
crowbar	bareta
slight	diit
policeman	parak
progressive	maunlad
progress	unlad
tag question	hindi ba
sautéed	ginisa
untidiness	gusgos
hit	gulpi
quality	kabinian
roof	bubungan
shirt	kamisa
pig	magbababoy
earthworm	bulati
event	pangyayari
tease	mang-asar
disgrace	bumatik
split	biyak
rice cake	kakanin
admit	aminin
direction	direksiyon
halt	hinto
Philippines	parian
immediately	kapagdaka
grief	pighati
parsley	perehil
lust	iyag
sneeze	bumahing
sneeze	humatsing
laugh	humalakhak
be born	sumilang
meaning	ibig sabihin
anthropology	antropolohiya
cross	ekisan
horsepower	kabalyo
godmother	kumare
earring	arilyos
sponge	espongha
clay	arsilya
clay	luwad
medal	medalya
market	palengke
magician	salamangkero
carabao	anwang
roofing	atip
continuous	dupikal
election	eleksiyon
diligence	sikap
voyage	lakbay
fellow	kalakbay
traveler	manlalakbay
act	pagtapak
intelligence	talino
antagonist	katalo
jump	tumalon
mimic	gumagad
milky	magatas
melodious	malambing
plenty	malamok
full	maipis
approach	gumilid
horizon	kagiliran
border	pagilid
translation	pagsasalin
nationalization	pagsasabansa
rift	hidwaan
calcium	kalsiyo
breakfast	mag-almusal
look after	mag-asikaso
recognize	mabosesan
feeling	damdam
afflict	magdeliryo
suffer	ginawin
imperialism	imperyalismo
influence	impluwensiya
race	karera
question mark	tandang pananong
exclamation point	tandang padamdam
crystalline	malakristal
centigram	sentigramo
gulf	golpo
agglutinative	mapaglapilapi
sheep	obeha
underpants	karsonsilyo
ragged	gulanit
but	subalit
gap	siwang
slap	tampal
placing	dantay
winged bean	kalamismis
passenger	mananakay
worrisome	nakakapagpabagabag
support	albay
landfill	tambakan ng basura
anniversary	anibersaryo
apostasy	apostasiya
jealous	panibughuin
proclamation	proklamasyon
twisted	tapilok
clear	ligpit
draw	igib
sowing	hasik
draw	kabig
history	historya
pull	kumabig
tempt	tumukso
be	pag-initan
annoy	mang-abala
infested	anayin
fib	bulaan
weaken	rumupok
graduate	grumadweyt
boiling	halabos
fallen	hambalang
straight	sapok
tilted	tingala
grate	kudkurin
faded	kumupas
look up	tingalaan
fragility	karupukan
trip	matisod
numbness	ngimay
amend	mag-amyenda
palm	palaspas
washed	nilabhan
wring out	pigain
want	magustuhan
abused	pinagsamantalahan
menstruation	buwanang dalaw
wash one's hands of	maghugas-kamay
replacement	karelyebo
clamor	hiyaw
request	ipagbilin
honor	dangal
nothing	bokya
nature	kalikasan
infect	manghawa
theory	teoriya
post	mag-post
like	mag-like
tweet	mag-tweet
annoyed	mabuwisit
annoy	mambuwisit
tenacity	tiyaga
bazaar	tiyangge
run aground	sumadsad
uncle	tiyuhin
aunt	tiyahin
condemn	kondenahin
judge	husgahan
judgment	husga
judge	manghusga
paper	kalatas
bar	rehas
harmonica	silindro
aim	umasinta
aim	asinta
bluster	mambulahaw
ungodly hour	dis-oras
soothe	pampalubag-loob
precarious	kapit sa patalim
rust	kalawangin
hem	lilip
pray	magdasal
prayer	dasal
become	mamasa
archer	mamamana
convent	kumbento
look out	dumungaw
swelling	bintog
blister	mamintog
turn	manilaw
content	makontento
lay an egg	mangitlog
pickpocket	mandukot
new	pakulo
like	mapagtripan
pork belly	liempo
amulet	agimat
contact	kontakin
die	maghingalo
annually	taon-taon
potholed	malubak
forced	tungkab
stand	tirik
material	tibay
patter	tagiktik
look	tingin
collection	tipon
deportment	tindig
stand up for	manindigan
partner	katuwang
carpenter	baktaw
thicket	sukal
upside-down	tumbalik
hit	tumbok
giving	tunton
duty	tungkol
bundle	tungkos
bundle	bungkos
pull	sabunutan
throwing	saboy
shrill	palahaw
paleness	pusyaw
framework	baskag
goiter	buklaw
torch	huwepe
frying	siyansi
medicine	singkak
lip	tiim
big	tuwabak
shadow	kanlong
shelter	kanlungan
domestic servant	kasambahay
snack	kiamoy
canned	de-lata
cigarette	biha
insult	laitin
cheeky	pilyo
frequent	matrapik
insult	manlait
pull	manabunot
ranch	rantso
kuto	kutong aso
scholar	iskolar
cleaning	basahan
catch	dakip
badly	palpak
requirement	rekisitos
centenary	sentenaryo
ceremony	seremonya
rhythm	kumpas
defend	depensahan
crown	koronahan
verdict	sentensiya
sentence	sentensiyahan
glory	kaluwalhatian
piece	kapiraso
get	makunan
gloomy	makulimlim
slow	dahan-dahan
motorized	de-motor
controversy	kontrobersiya
convulsion	kumbulsiyon
cooperation	pagtutulungan
force	dahas
complication	komplikasyon
fund	pondohan
mung bean	munggo
study	pag-aralan
oppressive	mapaniil
abusive	mapang-api
adulterous	mapang-apid
judgmental	mapanghusga
abusive	mapang-abuso
diplomacy	diplomasya
screw	turnilyo
mocking	mapangutya
medium	kanduli
though	bagaman
uneven	bako-bako
marsh	kumunoy
cataract	katarata
frequently	bukambibig
send away	palayasin
get lost	maligaw
untidy	salaula
wasteful	aksayado
bored	maburyong
bored	buryong
insult	mang-insulto
hurt	manakit
insulting	mapang-insulto
intriguing	nakakaintriga
embarrassed	mapahiya
shame	kahihiyan
shame	pahiyain
annoyance	konsumisyon
illegitimate	anak sa ligaw
much	di hamak
philanthropist	pilantropo
image	imahen
launch	lantsa
lottery	loterya
kabayo	kabayong pangarera
tiny	niknik
racecourse	karerahan
leaning	dukwang
immodesty	gaslaw
you	niyo
anguish	hinagpis
command	tagubilin
speak	mag-Bisaya
lousy	talunan
defeated	matalo
argue	magtalo
convention	kumbensiyon
punch	manuntok
tadpole	kitikiti
spark	pilantik
crossbow	pasulo
choking	samid
choke	masamid
fistfight	suntukan
punch	makipagsuntukan
language	lengguwahe
maintain	magpanatili
brightness	kaliwanagan
coffin	ataul
contribution	ambag
haughty	maangas
offended	agrabyado
concede	magparaya
oppress	maagrabyado
tentacle	galamay
lewdness	kabastusan
sudden	hagulhol
roughness	gaspang
cowardice	karuwagan
shoot	mamaril
cashier	kahero
edition	edisyon
philosophy	pilosopiya
confederacy	kumpederasyon
ignorance	ignoransiya
favorite	paborito
pilfer	mangupit
cheat	manloko
gambling	pasugalan
importance	importansiya
landlady	kasera
safe	kaha de yero
aviator	manlilipad
gathering	lipumpon
astrophysics	astropisika
gallnut	agalya
caul fat	impilya
punctuation	bantas
shepherd	pastol
cripple	baldahin
give away	ipamigay
lend	mangutang
chemical	kemikal
victimize	mambiktima
sulking	pagtatampo
blessing	basbas
cover up	pagtakpan
doubt	pagdudahan
foreboding	kabado
calm	kalmado
hydrology	danumnayan
receive	tumanggap
like that	ganoon
like	ganito
Filipina	Pilipina
unglued	tuklap
falsehood	kunwari
presumption	akala
after	pagkatapos
reason	katuwiran
secret	sikreto
if	kapag
woman	bestido
coalition	koalisyon
fool around	magloko
biophysics	biyopisika
seismology	sismolohiya
remind	abahin
capable	maabilidad
cadmium	kadmiyo
potassium	potasyo
strontium	estronsiyo
lead	barha
etc.	at iba pa
love affair	romansa
rhizome	ayuyang
rushing	kamotpusa
bivalve	almeha
ambiguous	talohimig
speed	taloiryap
corridor	pasilyo
soul	kaluluwa
spirituality	espiritwalidad
lactose	laktosa
announcement	anunsiyo
adoption	adopsiyon
addiction	adiksiyon
syllable	pantig
obituary	obitwaryo
observatory	obserbatoryo
occasion	okasyon
ophthalmology	optalmolohiya
office	mag-opisina
original	orihinal
originality	orihinalidad
oxidation	oksidasyon
opinion	palagay
hemorrhoid	almoranas
countess	kondesa
like	kagustuhan
window	persiyana
protein	protina
vulva	puwerta
row	hanay
question	katanungan
personhood	katauhan
adolescent	bagets
consultant	konsultant
female	pakialamera
female	inggitera
except	maliban
again	na naman
prepare	magtimpla
against	laban kay
attribution	atribusyon
personal	alindog
together	sabay
gravity	dagsin
greasy	magrasa
poor	taong grasa
Tagalog	ᜁ
Tagalog	ᜂ
Tagalog	ᜃ
Tagalog	ᜄ
Tagalog	ᜅ
Tagalog	ᜆ
Tagalog	ᜇ
Tagalog	ᜈ
Tagalog	ᜉ
Tagalog	ᜊ
Tagalog	ᜋ
Tagalog	ᜌ
Tagalog	ᜎ
Tagalog	ᜏ
Tagalog	ᜐ
Tagalog	ᜑ
vowel	ᜓ
vowel	ᜒ
Spanish	Espanyol
colleague	kabaro
recommend	irekomenda
criticism	kritisismo
association	asosasyon
tragic	matrahedya
leap	lumundag
iron	argolya
hearsay	kwentong-barbero
teapot	tsarera
wave	kaway
export	magluwas
control	magtimpi
store	magtinggal
look	tumingin
massage	humimas
gentle	paghimas
undress	maghubad
even though	kahit
even though	kahit na
oatmeal	otmil
estafa	estapa
strategy	estratehiya
irreverent	lapastangan
act	lumapastangan
act	maglapastangan
outrage	kalapastangan
crumpled	lapirot
crumple	lumapirot
dimple	tagunya
scorpion	pitumbuko
scorpion	atang-atang
servant	bataan
piggy bank	bungkugan
winged bean	kabay
cloud	panganurin
noisy	masamok
slingshot	palapatik
nosebleed	tunggo
bat	kulapnit
butterfly	kulilipaw
species	bangkukang
feel	indahin
eat	magkeyk
snobbishness	pagkasuplado
memorized	kabisado
horseshoe	bakal ng kabayo
sacred lotus	baino
Augustinian	Agustino
foster father	ama-amahan
alfalfa	alpapa
echo	umalingawngaw
state	alimpungat
offer	mag-alay
addict	adikto
adverb	adberbiyo
climb	akyat
climb	akyatin
cause	abyugin
attend	umabyad
attend	abyarin
abuse	mag-abuso
abortionist	aborsiyonista
highwayman	mang-aabat
waylay	mang-abat
defecate	umaa
prone	malindol
suffer	lindulin
cleanser	panlinis
weaver ant	tagasaw
move	umurong
Venetian blind	benesyana
use	magbentilador
enmity	awayan
husband	mag-asawa
egoistic	maako
ego	kaakuhan
